,Manufacturer,Category,RAM,Operating System,Operating System Version,Weight,TouchScreen,IPS,ppi,CPU Brand,HDD,SDD,GPU Brand,Price (Rupees)
226,Dell,Notebook,16,windows,10,2.3  ,1,0,141.21199808219862,Intel Core i7,1000,0,AMD,75953.6642
227,Asus,Notebook,8,windows,10,2  ,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,67994.98
228,Asus,Notebook,8,windows,10,2.69  ,0,0,127.33567457123111,Intel Core i5,500,256,Nvidia,78782.22
229,HP,Notebook,8,windows,10,1.9  ,0,0,141.21199808219862,Intel Core i7,1000,0,AMD,112204.98
230,Asus,Notebook,4,windows,10,2.37  ,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,35278.6958
231,HP,Notebook,4,windows,10,2.1  ,0,0,100.45466986113651,AMD Processor,500,0,AMD,29178.600000000002
232,Lenovo,Gaming,16,windows,10,3.2  ,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,132541.58000000002
233,Dell,Notebook,8,windows,10,1.6  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,75952.78
234,Acer,2 in 1 Convertible,8,windows,10,1.6  ,1,1,165.6321180513006,Intel Core i5,0,256,Intel,60921.380000000005
235,Dell,Notebook,16,Other OS/No OS/Linux,0,2.36  ,0,0,141.21199808219862,Intel Core i7,0,256,AMD,79489.58
236,Acer,Notebook,4,Other OS/No OS/Linux,0,2.1  ,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,34483.8
237,Asus,Notebook,4,windows,10,2.2  ,0,0,141.21199808219862,AMD Processor,1000,128,AMD,50841.5
238,Asus,Gaming,32,windows,10,4.7  ,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,343953.8
239,Acer,Gaming,8,windows,10,2.5  ,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,74803.32
240,Lenovo,Notebook,8,windows,10,2.2  ,0,0,100.45466986113651,Intel Core i3,0,128,Intel,52079.38
241,Asus,Notebook,8,windows,10,2.1  ,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,101240.90000000001
242,Asus,Notebook,8,Other OS/No OS/Linux,0,2.69  ,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,78605.38
243,Dell,Gaming,8,windows,10,2.56  ,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,77721.18000000001
244,Lenovo,2 in 1 Convertible,8,windows,10,1.38  ,1,1,158.48253022174808,Intel Core i7,0,256,Intel,95405.18000000001
245,Dell,Notebook,8,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,87093.7
246,HP,Notebook,8,windows,10,2.04  ,1,0,100.45466986113651,Intel Core i5,1000,0,Intel,49426.78
247,Asus,Gaming,16,windows,10,3.6  ,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,265171.58
248,HP,Notebook,4,windows,10,1.49  ,0,1,165.6321180513006,Intel Core i5,500,0,Intel,59683.5
249,Apple,Ultrabook,8,mac,0,1.37  ,0,1,226.98300468106115,Intel Core i5,0,512,Intel,180376.80000000002
250,Dell,2 in 1 Convertible,8,windows,10,2.08  ,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,72415.98
251,Asus,Gaming,16,windows,10,4.3  ,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,159067.58000000002
252,Asus,Notebook,4,windows,10,1.68  ,0,0,100.45466986113651,AMD Processor,1000,0,AMD,41468.98
253,Lenovo,2 in 1 Convertible,8,windows,10,1.37  ,1,1,158.48253022174808,Intel Core i7,0,512,Intel,163488.58000000002
254,Acer,Notebook,4,windows,10,3  ,0,1,127.33567457123111,Intel Core i3,0,256,Nvidia,62070.840000000004
255,Dell,Ultrabook,8,windows,10,1.41  ,0,0,165.6321180513006,Intel Core i5,0,256,Intel,83910.58
256,HP,Notebook,8,windows,10,1.91  ,0,0,100.45466986113651,AMD Processor,0,128,AMD,39426.477999999996
257,HP,Notebook,16,windows,10,2.9  ,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,93636.78
258,MSI,Gaming,16,windows,10,4.14  ,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,220961.58000000002
259,Lenovo,2 in 1 Convertible,8,windows,10,2  ,1,1,141.21199808219862,Intel Core i7,0,512,Nvidia,150225.58000000002
260,Dell,Notebook,8,windows,10,2.8  ,0,0,127.33567457123111,Intel Core i7,1000,128,AMD,100975.64
261,Lenovo,Notebook,4,Other OS/No OS/Linux,0,2.2  ,0,0,141.21199808219862,Intel Core i3,0,256,Intel,39258.48
262,HP,Notebook,4,windows,10,2.1  ,0,1,141.21199808219862,Intel Core i5,500,0,Intel,63839.24
263,Dell,Notebook,4,windows,10,2.18  ,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,58091.94
264,Dell,Notebook,8,windows,10,2.24  ,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,49957.3
265,Dell,2 in 1 Convertible,8,windows,10,2.67  ,1,0,141.21199808219862,Intel Core i5,0,256,Intel,70647.58
266,Asus,2 in 1 Convertible,8,windows,10,1.1  ,1,0,165.6321180513006,Intel Core i7,0,1024,Intel,132541.58000000002
267,Lenovo,Notebook,4,Other OS/No OS/Linux,0,2.2  ,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,41292.14
268,HP,Notebook,8,windows,10,2.5  ,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,90011.56
269,Lenovo,Notebook,8,windows,10,2.05  ,0,0,141.21199808219862,Intel Core i7,0,256,Intel,77809.6
270,Apple,Ultrabook,8,mac,0,1.37  ,0,1,226.98300468106115,Intel Core i5,0,512,Intel,173205.93800000002
271,Asus,Gaming,16,windows,10,3.2  ,0,0,127.33567457123111,AMD Processor,1000,256,AMD,136962.58000000002
272,Dell,Notebook,8,Other OS/No OS/Linux,0,2.14  ,0,0,141.21199808219862,Intel Core i7,0,256,AMD,64994.88940000001
273,Lenovo,2 in 1 Convertible,16,windows,10,1.36  ,1,0,209.8006828649808,Intel Core i7,0,512,Intel,220961.58000000002
274,Toshiba,Notebook,8,windows,10,2.2  ,0,0,100.45466986113651,Intel Core i7,500,0,Nvidia,71797.04000000001
275,Dell,Notebook,12,windows,10,2.3  ,0,0,100.45466986113651,Intel Core i7,1000,0,Intel,63049.6494
276,Dell,Notebook,8,Other OS/No OS/Linux,0,2.8  ,0,0,127.33567457123111,Intel Core i7,1000,128,AMD,97173.58
277,Acer,Notebook,8,windows,10,2.2  ,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,65872.9
278,Lenovo,Notebook,4,windows,10,2.8  ,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,43237.38
279,Lenovo,Notebook,8,Other OS/No OS/Linux,0,2.8  ,0,0,127.33567457123111,Intel Core i7,2000,0,Nvidia,75068.58
280,Lenovo,Notebook,6,windows,10,2.8  ,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,75952.78
281,Dell,Notebook,4,Other OS/No OS/Linux,0,2.25  ,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,37843.76
282,Lenovo,Gaming,8,windows,10,2.5  ,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,73300.18000000001
283,Lenovo,Notebook,6,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,51195.18
284,Acer,Notebook,8,windows,10,3  ,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,84087.42
285,Acer,Notebook,12,windows,10,2.15  ,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,58268.78
286,Lenovo,Notebook,8,windows,10,1.95  ,0,1,141.21199808219862,Intel Core i7,0,256,Intel,96996.74
287,Asus,Ultrabook,8,windows,10,1.7  ,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,86386.34
288,Lenovo,Gaming,16,windows,10,2.5  ,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,104247.18000000001
289,Lenovo,Notebook,8,Other OS/No OS/Linux,0,2.2  ,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,58269.6642
290,Acer,Notebook,2,Other OS/No OS/Linux,0,2.19  ,0,0,100.45466986113651,Other Intel Processor,0,16,Intel,17595.58
291,Asus,Gaming,8,windows,10,3  ,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,104954.54000000001
292,HP,Notebook,8,windows,10,2.54  ,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,43237.38
293,Dell,Notebook,8,windows,10,2  ,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,161720.18
294,Lenovo,Notebook,8,windows,10,2.05  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,65342.380000000005
295,Lenovo,Gaming,8,windows,10,3.2  ,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,114857.58
296,Acer,Notebook,8,Other OS/No OS/Linux,0,2.5  ,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,86563.18000000001
297,Dell,Workstation,16,windows,10,3.42  ,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,255079.3212
298,Lenovo,Notebook,6,windows,10,2.4  ,0,0,141.21199808219862,AMD Processor,1000,0,AMD,44121.58
299,Asus,Ultrabook,16,windows,10,1.63  ,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,129800.56
300,Asus,Notebook,4,windows,10,1.3  ,0,0,111.93520355955211,Intel Core i3,0,128,Intel,45005.78
301,Asus,Gaming,16,windows,10,2.9  ,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,187627.24
302,Lenovo,Notebook,6,windows,10,2.8  ,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,57384.58
303,Lenovo,Notebook,8,Other OS/No OS/Linux,0,2.2  ,0,0,100.45466986113651,Intel Core i5,2000,0,Nvidia,48542.58
304,Asus,Gaming,8,windows,10,2.5  ,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,111851.3
305,Lenovo,Notebook,4,Other OS/No OS/Linux,0,2.2  ,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,31830.3158
306,HP,2 in 1 Convertible,16,windows,10,1.28  ,1,0,165.6321180513006,Intel Core i7,0,256,Intel,174629.5
307,Toshiba,Notebook,8,windows,10,2.2  ,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,92222.06
308,Lenovo,Notebook,8,windows,10,2.3  ,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,72415.98
309,HP,Notebook,4,windows,10,1.86  ,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,41468.98
310,Lenovo,Notebook,8,windows,10,1.1  ,0,1,165.6321180513006,Intel Core i5,0,256,Intel,88331.58
311,Dell,Ultrabook,16,windows,10,1.21  ,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,220961.58000000002
312,MSI,Gaming,16,windows,10,2.8  ,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,185593.58000000002
313,Acer,Notebook,8,windows,10,2.23  ,0,0,141.21199808219862,AMD Processor,0,256,AMD,41468.98
314,Asus,2 in 1 Convertible,2,windows,10,1.1  ,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,24315.5
315,Dell,Notebook,8,windows,10,2.33  ,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,74626.48
316,HP,2 in 1 Convertible,16,windows,10,1.29  ,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,216540.58000000002
317,Lenovo,Notebook,4,Other OS/No OS/Linux,0,1.45  ,0,0,117.82653006268643,Other Intel Processor,0,0,Intel,40664.358
318,HP,Notebook,8,windows,10,1.95  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,86651.6
319,Acer,Notebook,4,windows,10,1.4  ,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,42883.700000000004
320,HP,Notebook,8,windows,10,1.48  ,0,0,157.3505121487356,Intel Core i7,0,256,Intel,114238.64
321,Lenovo,Notebook,4,windows,10,2.79  ,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,52079.38
322,Asus,Notebook,8,windows,10,2  ,0,0,157.3505121487356,Intel Core i7,0,256,Intel,96731.48
323,HP,Notebook,8,windows,10,2.1  ,0,1,100.45466986113651,Intel Core i7,1000,0,Intel,79754.84
324,Acer,Notebook,8,windows,10,2.2  ,0,0,100.45466986113651,AMD Processor,0,256,AMD,58268.78
325,Lenovo,Notebook,4,windows,10,1.44  ,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,25818.64
326,Acer,Notebook,6,windows,10,2.23  ,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,48542.58
327,Asus,Ultrabook,8,windows,10,1.7  ,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,92832.15800000001
328,HP,Ultrabook,8,windows,10,1.26  ,0,0,176.23257360658386,Intel Core i7,0,256,Intel,118040.7
329,Dell,Notebook,32,windows,10,2.06  ,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,233340.38
330,MSI,Gaming,8,windows,10,2.7  ,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,106015.58
331,Toshiba,Notebook,8,windows,10,2.0  ,0,1,141.21199808219862,Intel Core i5,0,256,Intel,83380.06
332,Asus,Notebook,8,windows,10,2  ,0,0,157.3505121487356,Intel Core i7,1000,256,Intel,117952.28
333,Lenovo,Notebook,4,windows,10,1.85  ,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,39700.58
334,Asus,Gaming,8,windows,10,2.5  ,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,88331.58
335,HP,Notebook,8,windows,10,1.48  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,112116.56
336,Dell,Ultrabook,8,windows,10,1.9  ,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,92752.58
337,HP,Notebook,8,windows,10,1.84  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,101152.48
338,Asus,Notebook,4,Other OS/No OS/Linux,0,2  ,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,24314.6158
339,Dell,Notebook,8,windows,10,2  ,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,101041.955
340,Dell,Notebook,4,Other OS/No OS/Linux,0,2.2  ,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,24306.658
341,Lenovo,Notebook,12,windows,10,2.2  ,0,0,141.21199808219862,AMD Processor,2000,0,AMD,79489.58
342,HP,Notebook,8,windows,10,2.1  ,0,1,141.21199808219862,Intel Core i3,1000,0,Nvidia,63308.72
343,Lenovo,2 in 1 Convertible,16,windows,10,1.4  ,1,1,316.96506044349616,Intel Core i7,0,512,Intel,185593.58000000002
344,Dell,Ultrabook,8,windows,10,1.2  ,0,0,165.6321180513006,Intel Core i7,0,256,Intel,139615.18
345,Lenovo,Gaming,16,windows,10,2.4  ,0,1,141.21199808219862,Intel Core i7,2000,256,Nvidia,99826.18000000001
346,HP,Notebook,2,windows,10,1.44  ,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,24669.18
347,Dell,Ultrabook,16,windows,10,1.88  ,0,0,141.21199808219862,Intel Core i7,0,768,Intel,142175.8232
348,Asus,2 in 1 Convertible,4,windows,10,1.5  ,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,33157.5
349,Dell,Ultrabook,8,windows,10,1.9  ,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,58622.46
350,Dell,Notebook,16,windows,10,2.06  ,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,179264.4764
351,HP,Notebook,8,windows,10,1.84  ,0,0,141.21199808219862,Intel Core i7,0,256,Intel,115299.68000000001
352,MSI,Gaming,8,windows,10,2.7  ,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,124583.78
353,HP,Workstation,8,windows,10,2.6  ,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,153697.8334
354,Toshiba,Notebook,16,windows,10,2.4  ,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,124053.26000000001
355,Dell,Notebook,8,windows,10,2.02  ,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,85846.978
356,Lenovo,Notebook,4,Other OS/No OS/Linux,0,2.2  ,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,28470.3558
357,Dell,Gaming,8,windows,10,2.65  ,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,88331.58
358,Dell,Notebook,8,windows,10,2.36  ,1,0,100.45466986113651,Intel Core i5,2000,0,Intel,49282.6554
359,Dell,Notebook,8,windows,10,1.36  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,126175.34
360,HP,Notebook,4,windows,10,1.86  ,0,0,100.45466986113651,Intel Core i3,500,0,Intel,38816.38
361,Asus,Notebook,8,windows,10,2  ,0,0,157.3505121487356,Intel Core i5,0,256,Intel,83556.90000000001
362,Lenovo,Notebook,6,windows,10,2.8  ,0,0,106.11306214269258,Intel Core i5,1000,128,Nvidia,63573.98
363,HP,Notebook,8,windows,10,1.86  ,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,56500.380000000005
364,Lenovo,Notebook,8,Other OS/No OS/Linux,0,2.2  ,0,0,100.45466986113651,Intel Core i3,0,256,Nvidia,44121.58
365,HP,Notebook,8,windows,10,2.04  ,0,0,100.45466986113651,Other Intel Processor,2000,0,Intel,34395.38
366,Dell,Notebook,8,windows,10,2.8  ,0,0,127.33567457123111,Intel Core i5,1000,128,AMD,95935.7
367,Lenovo,Gaming,8,Other OS/No OS/Linux,0,2.4  ,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,71531.78
368,Dell,Notebook,8,windows,10,2.33  ,0,0,141.21199808219862,Intel Core i7,0,256,AMD,79489.58
369,HP,Ultrabook,8,windows,10,1.36  ,0,1,157.3505121487356,Intel Core i7,0,256,Intel,154735.0
370,Asus,2 in 1 Convertible,12,windows,10,2.26  ,1,0,141.21199808219862,Intel Core i7,2000,512,Nvidia,97173.58
371,Acer,Notebook,4,windows,10,2.1  ,0,0,100.45466986113651,AMD Processor,0,128,AMD,37666.92
372,Asus,Gaming,16,windows,10,3.25  ,0,1,127.33567457123111,AMD Processor,1000,256,AMD,194435.58000000002
373,Lenovo,Notebook,4,windows,10,2.6  ,0,0,106.11306214269258,AMD Processor,0,128,AMD,43237.38
374,Dell,2 in 1 Convertible,8,windows,10,1.62  ,1,0,165.6321180513006,Intel Core i7,0,256,Intel,76837.8642
375,HP,Notebook,4,windows,10,1.91  ,0,0,141.21199808219862,AMD Processor,0,256,AMD,43236.495800000004
376,Lenovo,Netbook,4,windows,10,1.59  ,0,1,135.0942111925629,Other Intel Processor,0,128,Intel,48896.26
377,Dell,Notebook,4,windows,10,1.8  ,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,27321.78
378,Asus,Notebook,4,windows,10,1.5  ,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,25288.12
379,Acer,Notebook,8,Other OS/No OS/Linux,0,2.4  ,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,74803.32
380,HP,Gaming,8,windows,10,3.35  ,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,105308.22
381,Lenovo,Notebook,4,Other OS/No OS/Linux,0,1.85  ,0,0,141.21199808219862,Intel Core i3,0,128,Intel,35677.47
382,Asus,Gaming,8,windows,10,2.3  ,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,146335.1
383,Lenovo,Notebook,8,windows,10,1.5  ,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,97173.58
384,Asus,Ultrabook,16,windows,10,1.1  ,1,0,165.6321180513006,Intel Core i7,0,512,Intel,154637.738
385,Lenovo,Ultrabook,8,windows,10,1.13  ,0,1,209.8006828649808,Intel Core i7,0,512,Intel,201774.44
386,Lenovo,Notebook,4,windows,10,1.5  ,0,1,165.6321180513006,Intel Core i3,0,128,Intel,48542.58
387,Dell,Workstation,8,windows,10,2.23  ,0,0,141.21199808219862,Intel Core i5,500,0,AMD,121046.98
388,Dell,Workstation,8,windows,10,2  ,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,188776.7
389,Lenovo,2 in 1 Convertible,16,windows,10,1.42  ,1,0,209.8006828649808,Intel Core i7,0,512,Intel,221845.78
390,Asus,Gaming,8,windows,10,3  ,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,91868.38
391,Asus,Gaming,16,windows,10,3  ,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,140676.22
392,Acer,Notebook,12,windows,10,2.2  ,0,1,100.45466986113651,Intel Core i5,1000,0,Nvidia,61362.5958
393,MSI,Gaming,8,windows,10,2.7  ,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,119278.58
394,Dell,Notebook,8,Other OS/No OS/Linux,0,2.33  ,0,0,141.21199808219862,Intel Core i7,0,256,AMD,68867.6854
395,HP,Ultrabook,4,windows,10,1.91  ,0,0,141.21199808219862,AMD Processor,0,256,AMD,44121.58
396,Lenovo,Notebook,8,windows,10,2.1  ,0,1,141.21199808219862,Intel Core i7,0,256,AMD,108717.6952
397,Lenovo,Notebook,8,windows,10,1.9  ,0,1,157.3505121487356,Intel Core i5,0,256,Intel,82937.96
398,Dell,Workstation,8,windows,10,1.78  ,1,0,282.42399616439724,Intel Core i7,0,256,Nvidia,239795.04
399,Lenovo,Ultrabook,16,windows,10,1.13  ,0,1,209.8006828649808,Intel Core i7,0,1000,Intel,232102.5
400,Lenovo,Notebook,4,windows,10,2.2  ,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,27056.52
401,Asus,Gaming,16,windows,10,2.9  ,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,135194.18
402,Lenovo,Notebook,8,windows,10,2.1  ,0,1,141.21199808219862,Intel Core i5,1000,256,AMD,101196.69
403,Acer,Notebook,8,Other OS/No OS/Linux,0,2.5  ,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,77721.18000000001
404,MSI,Gaming,16,windows,10,2.8  ,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,198856.58000000002
405,Asus,Ultrabook,8,windows,10,1.10  ,0,0,157.3505121487356,Intel Core i7,0,512,Intel,165610.66
406,Toshiba,Ultrabook,16,windows,10,1.2  ,0,0,165.6321180513006,Intel Core i7,0,512,Intel,154469.74
407,Dell,Ultrabook,8,windows,10,1.36  ,0,0,157.3505121487356,Intel Core i7,0,512,Intel,148545.6
408,Lenovo,Notebook,4,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i3,500,0,Intel,36163.78
409,Lenovo,Notebook,2,windows,10,1.15  ,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,26919.469
410,Lenovo,Workstation,8,windows,10,2.67  ,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,170208.5
411,Lenovo,Ultrabook,8,windows,10,1.7  ,0,1,209.8006828649808,Intel Core i7,0,512,Nvidia,171800.06
412,HP,Notebook,4,windows,10,2.1  ,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,41468.98
413,Acer,2 in 1 Convertible,8,windows,10,1.6  ,1,1,165.6321180513006,Intel Core i7,0,256,Intel,69764.2642
414,Asus,2 in 1 Convertible,8,windows,10,1.27  ,1,1,165.6321180513006,Intel Core i5,0,256,Intel,82053.76
415,Dell,Notebook,4,Other OS/No OS/Linux,0,2.3  ,0,0,141.21199808219862,Intel Core i5,0,256,AMD,52954.738
416,Dell,Notebook,4,windows,10,1.65  ,0,0,117.82653006268643,Intel Core i3,0,128,Intel,60921.380000000005
417,HP,Ultrabook,8,windows,10,1.43  ,0,0,157.3505121487356,Intel Core i7,0,256,Intel,132630.0
418,Dell,Notebook,8,windows,10,2.14  ,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,47742.37900000001
419,Lenovo,Ultrabook,8,windows,10,1.75  ,0,1,157.3505121487356,Intel Core i7,0,256,AMD,107463.89960000002
420,Lenovo,2 in 1 Convertible,16,windows,10,2  ,1,1,282.42399616439724,Intel Core i7,0,512,Nvidia,167909.58000000002
421,Chuwi,Notebook,6,windows,10,1.4  ,0,1,267.3384360344031,Other Intel Processor,0,0,Intel,39700.58
422,HP,Notebook,8,windows,10,2.31  ,0,0,141.21199808219862,Intel Core i7,0,256,Intel,126175.34
423,Asus,Notebook,8,Other OS/No OS/Linux,0,2.3  ,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,52786.74
424,Dell,Gaming,16,windows,10,4.42  ,0,1,169.78089942830815,Intel Core i7,1000,256,Nvidia,247487.58000000002
425,Dell,Gaming,8,windows,10,2.62  ,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,102478.78
426,Dell,Notebook,8,windows,10,2.02  ,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,101011.00800000002
427,Dell,Ultrabook,8,Other OS/No OS/Linux,0,1.6  ,0,0,157.3505121487356,Intel Core i7,0,256,Intel,97173.58
428,HP,Gaming,12,windows,10,3.35  ,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,176751.58000000002
429,Mediacom,2 in 1 Convertible,4,windows,10,1.16  ,1,1,189.90579052433606,Other Intel Processor,0,32,Intel,26437.58
430,Samsung,Netbook,4,Other OS/No OS/Linux,0,1.15  ,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,23784.98
431,Lenovo,Notebook,8,windows,10,1.4  ,0,1,165.6321180513006,Intel Core i7,0,256,Intel,89304.2
432,Lenovo,Notebook,4,windows,10,1.7  ,0,1,157.3505121487356,Intel Core i3,0,128,Intel,52963.58
433,Lenovo,Workstation,16,windows,10,2.3  ,0,1,282.42399616439724,Intel Core i7,0,512,Nvidia,216186.9
434,Lenovo,Notebook,16,windows,10,2.5  ,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,216540.58000000002
435,Asus,Gaming,8,windows,10,3.2  ,0,0,127.33567457123111,AMD Processor,1000,256,AMD,149871.9
436,HP,Notebook,4,windows,10,2.1  ,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,30681.74
437,Google,Ultrabook,16,Other OS/No OS/Linux,0,1.1  ,1,0,234.50740003017813,Intel Core i7,0,512,Intel,194435.58000000002
438,Lenovo,Ultrabook,24,windows,10,1.32  ,0,0,209.8006828649808,Intel Core i7,0,512,Intel,210616.44
439,Asus,Notebook,4,Other OS/No OS/Linux,0,2  ,0,0,141.21199808219862,Intel Core i5,0,256,Intel,49426.78
440,Lenovo,Notebook,8,windows,10,2.8  ,0,0,106.11306214269258,AMD Processor,1000,0,AMD,45889.98
441,Dell,Notebook,4,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i5,0,256,AMD,66226.58
442,Lenovo,Ultrabook,8,windows,10,1.36  ,0,1,176.23257360658386,Intel Core i5,0,256,Intel,126352.18000000001
443,Lenovo,Notebook,4,windows,10,2.2  ,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,30858.58
444,HP,Gaming,8,windows,10,2.2  ,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,97173.58
445,Dell,Notebook,8,windows,10,1.64  ,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,104247.18000000001
446,Acer,Notebook,4,Other OS/No OS/Linux,0,2.4  ,0,0,100.45466986113651,Intel Core i5,500,0,Intel,39063.956
447,Dell,Workstation,8,windows,10,2.23  ,0,0,141.21199808219862,Other Intel Processor,1000,0,Nvidia,176221.06
448,MSI,Gaming,8,windows,10,2.2  ,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,90872.7708
449,Microsoft,Ultrabook,16,windows,0,1.25  ,1,0,200.84255993695703,Intel Core i7,0,512,Intel,228919.38
450,HP,Notebook,8,windows,10,1.91  ,0,0,100.45466986113651,Intel Core i5,0,128,Intel,52079.38
451,Dell,Workstation,16,windows,10,2.17  ,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,174629.5
